PacketCounter;SampleTimeFine;UTC_Nano;UTC_Year;UTC_Month;UTC_Day;UTC_Hour;UTC_Minute;UTC_Second;UTC_Valid;StatusWord;Acc_X;Acc_Y;Acc_Z;Gyr_X;Gyr_Y;Gyr_Z;Mag_X;Mag_Y;Mag_Z;Roll;Pitch;Yaw;Latitude;Longitude;Altitude;Vel_X;Vel_Y;Vel_Z;tv_sec;tv_usec
229125;484075.4;484058400;2016;9;30;14;27;38.4;16;0;-0.013;0.434;9.662;-5.224028;-7.378255;-8.280417;0;0;0;-1.654;1.469;-324.674;48.418998;-4.473458;90.82;1.307;-0.162;-0.148;;
229145;484075.419;484058419;2016;9;30;14;27;38.419;16;0;0.093;0.541;9.926;-7.818373;-7.500215;-5.734858;0;0;0;-1.426;1.622;-324.765;48.418999;-4.473458;90.818;1.305;-0.161;-0.148;;
229165;484075.439;484058439;2016;9;30;14;27;38.439;16;0;0.286;-0.015;9.856;-22.042771;-9.151169;-1.74811;0;0;0;-0.824;1.835;-324.774;48.418999;-4.473458;90.815;1.303;-0.162;-0.151;;
229185;484075.46;484058460;2016;9;30;14;27;38.46;16;0;-0.05;-0.783;9.893;-41.526765;-11.945104;1.364214;0;0;0;-0.001;1.973;-324.802;48.418999;-4.473458;90.816;1.304;-0.178;-0.152;;
229205;484075.479;484058479;2016;9;30;14;27;38.479;16;0;-0.372;-0.898;9.79;-36.203315;3.766486;-8.781303;0;0;0;0.595;1.73;-325.071;48.419;-4.473459;90.816;1.307;-0.189;-0.143;;
229225;484075.5;484058500;2016;9;30;14;27;38.5;16;0;0.743;0.357;11;-19.642152;22.442263;-20.032397;0;0;0;0.889;1.269;-325.49;48.419;-4.473459;90.814;1.319;-0.165;-0.095;;
229245;484075.52;484058520;2016;9;30;14;27;38.52;16;0;0.789;0.96;12.156;-12.902303;16.874233;-16.91425;0;0;0;1.234;1.083;-325.708;48.419;-4.473459;90.813;1.33;-0.145;-0.053;;
229265;484075.539;484058539;2016;9;30;14;27;38.539;16;0;0.268;-0.321;12.092;-27.155533;-1.895597;-2.576281;0;0;0;1.797;1.197;-325.786;48.419;-4.473459;90.813;1.32;-0.155;-0.013;;
229285;484075.56;484058560;2016;9;30;14;27;38.56;16;0;-0.716;-1.301;11.752;-27.209418;-7.62468;-9.588676;0;0;0;2.241;1.339;-326.079;48.419;-4.473459;90.813;1.311;-0.161;0.026;;
229305;484075.58;484058580;2016;9;30;14;27;38.58;16;0;-0.938;-0.91;11.497;-12.349296;-4.062687;-24.386878;0;0;0;2.285;1.333;-326.672;48.419001;-4.473459;90.815;1.288;-0.145;0.066;;
229325;484075.599;484058599;2016;9;30;14;27;38.599;16;0;-1.12;0.138;11.822;8.157235;9.135797;-34.091315;0;0;0;1.976;1.196;-327.346;48.419001;-4.47346;90.817;1.264;-0.128;0.109;;
229345;484075.62;484058620;2016;9;30;14;27;38.62;16;0;-1.076;0.639;11.489;21.117092;4.965293;-28.573497;0;0;0;1.607;1.177;-327.825;48.419001;-4.47346;90.82;1.244;-0.105;0.128;;
229365;484075.64;484058640;2016;9;30;14;27;38.64;16;0;-0.839;0.001;10.062;7.924388;-3.496898;-17.045075;0;0;0;1.573;1.296;-328.137;48.419001;-4.47346;90.823;1.223;-0.087;0.143;;
229385;484075.659;484058659;2016;9;30;14;27;38.659;16;0;-0.342;0.021;8.833;-4.609577;-6.117946;-15.366964;0;0;0;1.672;1.359;-328.453;48.419001;-4.47346;90.823;1.22;-0.069;0.114;;
229405;484075.68;484058680;2016;9;30;14;27;38.68;16;0;0.295;0.453;8.229;-7.712919;1.207349;-14.923856;0;0;0;1.793;1.299;-328.717;48.419002;-4.47346;90.822;1.217;-0.051;0.089;;
229425;484075.7;484058700;2016;9;30;14;27;38.7;16;0;0.876;0.985;8.333;0.045745;7.90083;-10.670155;0;0;0;1.664;1.096;-328.903;48.419002;-4.47346;90.824;1.234;-0.021;0.064;;
229445;484075.719;484058719;2016;9;30;14;27;38.719;16;0;1.196;1.145;8.284;15.480007;13.378253;-5.939408;0;0;0;1.355;0.822;-328.972;48.419002;-4.473461;90.826;1.252;0.007;0.041;;
229465;484075.739;484058739;2016;9;30;14;27;38.739;16;0;1.271;0.678;8.009;9.278369;8.508048;2.067628;0;0;0;1.258;0.685;-328.897;48.419002;-4.473461;90.827;1.273;0.021;0.016;;
229485;484075.76;484058760;2016;9;30;14;27;38.76;16;0;1.083;0.529;8.517;1.706745;3.769531;5.915118;0;0;0;1.167;0.617;-328.774;48.419002;-4.473461;90.827;1.293;0.033;-0.01;;
229505;484075.78;484058780;2016;9;30;14;27;38.78;16;0;0.858;0.298;8.753;9.852058;1.606737;6.816338;0;0;0;0.937;0.62;-328.632;48.419003;-4.473461;90.827;1.306;0.037;-0.03;;
229525;484075.799;484058799;2016;9;30;14;27;38.799;16;0;0.612;0.013;8.76;11.409008;-4.441983;7.188953;0;0;0;0.715;0.76;-328.487;48.419003;-4.473461;90.827;1.318;0.04;-0.053;;
229545;484075.82;484058820;2016;9;30;14;27;38.82;16;0;0.497;0.513;9.011;11.450148;-11.772161;7.863529;0;0;0;0.447;1.027;-328.29;48.419003;-4.473462;90.826;1.326;0.047;-0.081;;
229565;484075.84;484058840;2016;9;30;14;27;38.84;16;0;0.501;0.595;8.469;17.265446;-15.643604;13.401045;0;0;0;0.098;1.335;-327.979;48.419003;-4.473462;90.825;1.333;0.051;-0.11;;
229585;484075.859;484058859;2016;9;30;14;27;38.859;16;0;0.823;0.139;7.88;14.621343;-16.026498;18.846664;0;0;0;-0.149;1.654;-327.59;48.419003;-4.473462;90.824;1.345;0.045;-0.146;;
229605;484075.879;484058879;2016;9;30;14;27;38.879;16;0;0.842;0.55;8.531;11.620962;-16.423192;19.675279;0;0;0;-0.396;1.977;-327.191;48.419004;-4.473462;90.823;1.356;0.038;-0.182;;
229625;484075.9;484058900;2016;9;30;14;27;38.9;16;0;0.13;0.482;9.102;10.288153;-15.197316;21.728468;0;0;0;-0.323;2.364;-326.682;48.419004;-4.473462;90.821;1.348;0.031;-0.187;;
229645;484075.919;484058919;2016;9;30;14;27;38.919;16;0;0.012;0.136;10.423;-26.744726;-28.927702;31.20833;0;0;0;0.39;3.084;-326.042;48.419004;-4.473462;90.818;1.338;0.023;-0.199;;
229665;484075.939;484058939;2016;9;30;14;27;38.939;16;0;-0.036;0.745;11.495;-38.329454;-45.921489;32.611257;0;0;0;1.018;4.01;-325.37;48.419004;-4.473463;90.816;1.32;0.032;-0.199;;
229685;484075.96;484058960;2016;9;30;14;27;38.96;16;0;-0.255;1.343;10.417;-10.109928;-40.436677;34.466343;0;0;0;0.969;4.584;-324.627;48.419004;-4.473463;90.814;1.303;0.037;-0.191;;
229705;484075.979;484058979;2016;9;30;14;27;38.979;16;0;-0.354;0.134;9.637;29.677599;-9.035457;39.268294;0;0;0;0.227;4.497;-323.875;48.419005;-4.473463;90.812;1.29;0;-0.186;;
229725;484076;484059000;2016;9;30;14;27;39;16;0;0.397;-1.804;9.913;50.393569;23.90662;29.985968;0;0;0;-0.81;3.892;-323.457;48.419005;-4.473463;90.81;1.277;-0.03;-0.169;;
229745;484076.02;484059020;2016;9;30;14;27;39.02;16;0;0.654;-0.891;11.202;55.835663;38.122233;6.413832;0;0;0;-1.849;3.176;-323.347;48.419005;-4.473463;90.809;1.283;-0.034;-0.119;;
229765;484076.039;484059039;2016;9;30;14;27;39.039;16;0;0.816;1.146;11.631;41.654086;26.200612;8.661845;0;0;0;-2.516;2.791;-323.029;48.419005;-4.473464;90.808;1.288;-0.041;-0.076;;
229785;484076.06;484059060;2016;9;30;14;27;39.06;16;0;0.773;0.869;10.478;20.49186;11.191361;25.529024;0;0;0;-2.732;2.601;-322.476;48.419005;-4.473464;90.806;1.292;-0.056;-0.064;;
229805;484076.08;484059080;2016;9;30;14;27;39.08;16;0;0.877;-0.139;9.891;-1.168398;12.9089;24.990527;0;0;0;-2.563;2.321;-322.045;48.419005;-4.473464;90.803;1.297;-0.068;-0.05;;
229825;484076.099;484059099;2016;9;30;14;27;39.099;16;0;0.312;0.085;10.729;-16.469816;20.144651;14.604678;0;0;0;-2.232;1.884;-321.763;48.419006;-4.473464;90.804;1.299;-0.073;-0.003;;
229845;484076.12;484059120;2016;9;30;14;27;39.12;16;0;0.567;0.785;12.31;-12.782329;20.181696;12.371062;0;0;0;-2.096;1.527;-321.501;48.419006;-4.473464;90.804;1.302;-0.077;0.043;;
229865;484076.14;484059140;2016;9;30;14;27;39.14;16;0;0.51;0.595;11.61;3.414076;15.895349;11.579995;0;0;0;-2.216;1.223;-321.29;48.419006;-4.473465;90.806;1.306;-0.083;0.074;;
229885;484076.159;484059159;2016;9;30;14;27;39.159;16;0;0.511;0.15;10.41;7.425795;14.727078;6.329236;0;0;0;-2.359;0.936;-321.199;48.419006;-4.473465;90.808;1.311;-0.085;0.105;;
229905;484076.18;484059180;2016;9;30;14;27;39.18;16;0;0.256;0.308;10.044;6.633715;13.96921;0.367926;0;0;0;-2.469;0.672;-321.189;48.419006;-4.473465;90.811;1.31;-0.086;0.112;;
229925;484076.2;484059200;2016;9;30;14;27;39.2;16;0;0.009;0.38;9.606;0.964994;10.400834;0.78185;0;0;0;-2.417;0.508;-321.134;48.419007;-4.473465;90.814;1.31;-0.089;0.117;;
229945;484076.219;484059219;2016;9;30;14;27;39.219;16;0;0.011;0.386;9.403;-6.443354;3.267377;4.486371;0;0;0;-2.282;0.469;-321.026;48.419007;-4.473466;90.816;1.309;-0.096;0.105;;
229965;484076.239;484059239;2016;9;30;14;27;39.239;16;0;0.08;0.128;8.874;-6.74093;-0.266727;6.43763;0;0;0;-2.105;0.523;-320.888;48.419007;-4.473466;90.818;1.308;-0.103;0.09;;
229985;484076.26;484059260;2016;9;30;14;27;39.26;16;0;0.301;-0.174;8.303;-13.43718;-6.696562;6.904651;0;0;0;-1.851;0.671;-320.786;48.419007;-4.473466;90.834;1.309;-0.115;0.061;;
230005;484076.28;484059280;2016;9;30;14;27;39.28;16;0;0.387;0.048;8.333;-9.749363;-7.762367;2.321032;0;0;0;-1.713;0.828;-320.753;48.419007;-4.473466;90.85;1.309;-0.126;0.032;;
230025;484076.299;484059299;2016;9;30;14;27;39.299;16;0;0.56;0.198;7.901;-5.231427;-9.689708;2.739525;0;0;0;-1.582;1.048;-320.684;48.419008;-4.473466;90.85;1.323;-0.132;-0.014;;
230045;484076.32;484059320;2016;9;30;14;27;39.32;16;0;1.031;-0.029;7.59;-10.08541;-13.076138;4.274502;0;0;0;-1.344;1.333;-320.617;48.419008;-4.473466;90.85;1.336;-0.138;-0.061;;
230065;484076.34;484059340;2016;9;30;14;27;39.34;16;0;1.237;0.017;7.444;-14.259626;-16.71188;2.87246;0;0;0;-1.039;1.661;-320.566;48.419008;-4.473466;90.849;1.351;-0.146;-0.111;;
230085;484076.359;484059359;2016;9;30;14;27;39.359;16;0;0.937;-0.269;7.752;-15.388628;-15.188128;2.134745;0;0;0;-0.759;1.911;-320.546;48.419008;-4.473467;90.847;1.366;-0.153;-0.159;;
230105;484076.379;484059379;2016;9;30;14;27;39.379;16;0;0.575;-0.501;8.611;-11.523445;-8.729678;-1.149318;0;0;0;-0.566;2.062;-320.61;48.419008;-4.473467;90.844;1.365;-0.164;-0.175;;
230125;484076.4;484059400;2016;9;30;14;27;39.4;16;0;0.164;-0.539;9.487;-9.738684;-7.258009;-6.543179;0;0;0;-0.346;2.227;-320.767;48.419009;-4.473467;90.842;1.365;-0.172;-0.192;;
230145;484076.419;484059419;2016;9;30;14;27;39.419;16;0;-0.152;-0.115;9.854;-15.38198;-11.16677;-8.822128;0;0;0;-0.026;2.447;-320.942;48.419009;-4.473467;90.839;1.353;-0.168;-0.196;;
230165;484076.439;484059439;2016;9;30;14;27;39.439;16;0;-0.144;0.114;9.798;-17.659627;-9.931887;-8.187455;0;0;0;0.332;2.589;-321.099;48.419009;-4.473467;90.836;1.343;-0.164;-0.198;;
230185;484076.46;484059460;2016;9;30;14;27;39.46;16;0;-0.516;-0.546;10.119;-20.435699;-2.911118;-7.047665;0;0;0;0.757;2.584;-321.268;48.419009;-4.473468;90.834;1.322;-0.181;-0.179;;
230205;484076.479;484059479;2016;9;30;14;27;39.479;16;0;-1.232;-1.609;11.025;-20.109494;7.511999;-15.131736;0;0;0;1.034;2.355;-321.697;48.419009;-4.473468;90.832;1.302;-0.192;-0.155;;
230225;484076.5;484059500;2016;9;30;14;27;39.5;16;0;0.376;-0.306;12.29;-4.170867;14.542612;-30.595108;0;0;0;1.041;2.162;-322.331;48.41901;-4.473468;90.831;1.31;-0.168;-0.111;;
230245;484076.52;484059520;2016;9;30;14;27;39.52;16;0;0.845;0.902;11.258;-2.64051;-1.730102;-28.790221;0;0;0;1.175;2.231;-322.807;48.41901;-4.473468;90.829;1.315;-0.147;-0.074;;
230265;484076.539;484059539;2016;9;30;14;27;39.539;16;0;0.055;0.424;11.043;-15.855292;-2.563505;-15.976644;0;0;0;1.6;2.341;-323.048;48.41901;-4.473468;90.83;1.307;-0.143;-0.051;;
230285;484076.56;484059560;2016;9;30;14;27;39.56;16;0;-0.03;-0.942;11.114;-29.395591;-12.038591;-10.355073;0;0;0;2.18;2.587;-323.319;48.41901;-4.473469;90.83;1.3;-0.14;-0.031;;
230305;484076.58;484059580;2016;9;30;14;27;39.58;16;0;-0.654;-0.997;10.724;-27.342052;-8.599468;-21.084989;0;0;0;2.567;2.666;-323.813;48.419011;-4.473469;90.831;1.277;-0.123;-0.007;;
230325;484076.599;484059599;2016;9;30;14;27;39.599;16;0;-0.778;0.489;11.176;-5.023559;6.956308;-29.778525;0;0;0;2.447;2.479;-324.405;48.419011;-4.473469;90.832;1.254;-0.105;0.023;;
230345;484076.62;484059620;2016;9;30;14;27;39.62;16;0;-0.925;0.93;11.116;12.632862;13.419679;-23.628087;0;0;0;2.194;2.249;-324.789;48.419011;-4.473469;90.834;1.235;-0.077;0.05;;
230365;484076.64;484059640;2016;9;30;14;27;39.64;16;0;-0.467;0.41;10.609;7.103749;9.542766;-9.627994;0;0;0;2.158;2.113;-324.942;48.419011;-4.473469;90.836;1.215;-0.055;0.075;;
230385;484076.659;484059659;2016;9;30;14;27;39.659;16;0;0.523;-0.287;9.878;-8.874502;1.151169;-5.798498;0;0;0;2.392;2.152;-325.07;48.419011;-4.473469;90.844;1.227;-0.054;0.073;;
230405;484076.68;484059680;2016;9;30;14;27;39.68;16;0;1.07;-0.14;9.153;-17.767701;-4.110969;-6.702896;0;0;0;2.802;2.243;-325.177;48.419012;-4.473469;90.853;1.238;-0.053;0.069;;
230425;484076.7;484059700;2016;9;30;14;27;39.7;16;0;1.842;-0.035;8.643;-25.64498;-6.26967;-3.267209;0;0;0;3.276;2.36;-325.231;48.419012;-4.47347;90.855;1.268;-0.041;0.042;;
230445;484076.719;484059719;2016;9;30;14;27;39.719;16;0;1.952;0.086;8.453;-17.755707;-3.001711;-3.647137;0;0;0;3.453;2.332;-325.338;48.419012;-4.47347;90.857;1.297;-0.028;0.019;;
230465;484076.739;484059739;2016;9;30;14;27;39.739;16;0;1.604;0.113;8.408;5.753359;6.430958;-7.437262;0;0;0;3.259;2.195;-325.496;48.419012;-4.47347;90.858;1.315;-0.014;-0.004;;
230485;484076.76;484059760;2016;9;30;14;27;39.76;16;0;1.148;-0.095;8.366;11.256994;5.1192;-7.421928;0;0;0;3.031;2.147;-325.644;48.419012;-4.47347;90.859;1.333;0.001;-0.029;;
230505;484076.78;484059780;2016;9;30;14;27;39.78;16;0;0.495;-0.031;8.365;11.278816;-1.158601;-6.711778;0;0;0;2.791;2.211;-325.749;48.419012;-4.47347;90.859;1.336;0.013;-0.063;;
230525;484076.799;484059799;2016;9;30;14;27;39.799;16;0;0.53;-0.019;7.908;11.342782;-6.567352;-3.406268;0;0;0;2.581;2.384;-325.782;48.419013;-4.473471;90.858;1.339;0.024;-0.099;;
230545;484076.82;484059820;2016;9;30;14;27;39.82;16;0;0.561;0.489;7.691;9.424079;-10.07383;1.659321;0;0;0;2.354;2.549;-325.69;48.419013;-4.473471;90.857;1.348;0.039;-0.14;;
230565;484076.84;484059840;2016;9;30;14;27;39.84;16;0;1.011;0.549;7.984;17.172011;-5.580955;7.413469;0;0;0;1.984;2.628;-325.505;48.419013;-4.473471;90.855;1.357;0.052;-0.18;;
230585;484076.859;484059859;2016;9;30;14;27;39.859;16;0;1.511;0.242;8.206;17.89242;-5.493858;12.458924;0;0;0;1.713;2.754;-325.2;48.419013;-4.473471;90.852;1.382;0.048;-0.206;;
230605;484076.879;484059879;2016;9;30;14;27;39.879;16;0;1.377;0.044;8.805;7.740127;-10.605664;19.605568;0;0;0;1.593;2.963;-324.764;48.419014;-4.473472;90.849;1.408;0.041;-0.234;;
230625;484076.9;484059900;2016;9;30;14;27;39.9;16;0;1.282;-0.044;9.921;8.958288;-10.036471;22.966182;0;0;0;1.363;3.17;-324.313;48.419014;-4.473472;90.846;1.417;0.033;-0.225;;
230645;484076.919;484059919;2016;9;30;14;27;39.919;16;0;0.892;-0.094;10.764;21.575062;-11.225186;19.656861;0;0;0;0.811;3.34;-323.966;48.419014;-4.473472;90.843;1.425;0.026;-0.215;;
230665;484076.939;484059939;2016;9;30;14;27;39.939;16;0;0.51;0.358;11.028;40.774532;-3.514038;13.489919;0;0;0;-0.128;3.352;-323.713;48.419014;-4.473472;90.84;1.425;0.026;-0.192;;
230685;484076.96;484059960;2016;9;30;14;27;39.96;16;0;0.716;0.762;10.973;54.52009;1.880004;13.463144;0;0;0;-1.159;3.299;-323.392;48.419014;-4.473473;90.838;1.425;0.026;-0.167;;
230705;484076.979;484059979;2016;9;30;14;27;39.979;16;0;-0.5;-0.696;9.767;41.967858;4.93576;19.771864;0;0;0;-1.748;3.121;-323.01;48.419015;-4.473473;90.837;1.408;-0.009;-0.149;;
230725;484077;484060000;2016;9;30;14;27;40;16;0;-0.321;-1.288;10.679;11.604146;11.88863;12.679937;0;0;0;-1.807;2.902;-322.832;48.419015;-4.473473;90.835;1.39;-0.038;-0.13;;
230745;484077.02;484060020;2016;9;30;14;27;40.02;16;0;-0.342;0.473;12.27;-6.978535;6.925992;5.453714;0;0;0;-1.661;2.857;-322.661;48.419015;-4.473473;90.835;1.377;-0.029;-0.084;;
230765;484077.039;484060039;2016;9;30;14;27;40.039;16;0;-0.024;1.397;11.89;-4.197512;-2.82958;13.924413;0;0;0;-1.62;2.89;-322.347;48.419015;-4.473473;90.834;1.363;-0.024;-0.039;;
230785;484077.06;484060060;2016;9;30;14;27;40.06;16;0;0.038;0.772;10.768;-1.237296;3.185845;17.073904;0;0;0;-1.525;2.785;-322.038;48.419016;-4.473474;90.827;1.355;-0.023;-0.017;;
230805;484077.08;484060080;2016;9;30;14;27;40.08;16;0;0.073;0.655;10.983;-9.726271;8.683276;11.282698;0;0;0;-1.31;2.593;-321.837;48.419016;-4.473474;90.821;1.347;-0.019;0.008;;
230825;484077.099;484060099;2016;9;30;14;27;40.099;16;0;0.142;1.162;12.213;-9.034399;9.683449;9.056315;0;0;0;-1.188;2.453;-321.627;48.419016;-4.473474;90.823;1.342;-0.01;0.056;;
230845;484077.12;484060120;2016;9;30;14;27;40.12;16;0;0.209;0.862;11.932;-0.824607;3.43288;12.667166;0;0;0;-1.179;2.426;-321.365;48.419016;-4.473474;90.825;1.337;-0.002;0.102;;
230865;484077.14;484060140;2016;9;30;14;27;40.14;16;0;0.611;0.16;10.886;0.847337;1.602924;12.170898;0;0;0;-1.239;2.404;-321.167;48.419016;-4.473475;90.829;1.342;-0.011;0.115;;
230885;484077.159;484060159;2016;9;30;14;27;40.159;16;0;0.697;-0.053;10.019;6.635511;1.55898;6.250184;0;0;0;-1.384;2.385;-321.079;48.419016;-4.473475;90.832;1.346;-0.017;0.128;;
230905;484077.18;484060180;2016;9;30;14;27;40.18;16;0;0.489;-0.078;8.964;8.730281;0.507273;1.381819;0;0;0;-1.582;2.322;-321.084;48.419017;-4.473475;90.836;1.347;-0.022;0.109;;
230925;484077.2;484060200;2016;9;30;14;27;40.2;16;0;0.392;0.001;8.482;10.856225;6.086368;-2.414681;0;0;0;-1.785;2.202;-321.122;48.419017;-4.473475;90.839;1.348;-0.027;0.091;;
230945;484077.219;484060219;2016;9;30;14;27;40.219;16;0;0.328;0.14;8.204;7.527271;3.761477;-0.582282;0;0;0;-1.906;2.155;-321.102;48.419017;-4.473475;90.842;1.348;-0.032;0.059;;
230965;484077.239;484060239;2016;9;30;14;27;40.239;16;0;0.491;0.141;7.931;5.301159;-0.287312;3.137701;0;0;0;-2.02;2.168;-321.019;48.419017;-4.473476;90.844;1.347;-0.038;0.025;;
230985;484077.26;484060260;2016;9;30;14;27;40.26;16;0;0.595;-0.045;7.695;7.506229;3.10831;4.81102;0;0;0;-2.196;2.143;-320.926;48.419017;-4.473476;90.856;1.346;-0.046;-0.014;;
231005;484077.28;484060280;2016;9;30;14;27;40.28;16;0;0.781;-0.08;7.521;8.461121;1.782462;4.801745;0;0;0;-2.319;2.146;-320.834;48.419017;-4.473476;90.868;1.345;-0.054;-0.053;;
231025;484077.299;484060299;2016;9;30;14;27;40.299;16;0;1.158;-0.038;7.498;2.799697;-3.314968;3.210434;0;0;0;-2.357;2.236;-320.791;48.419018;-4.473476;90.867;1.359;-0.065;-0.099;;
231045;484077.32;484060320;2016;9;30;14;27;40.32;16;0;1.047;-0.044;7.499;0.161119;-6.586055;1.410795;0;0;0;-2.321;2.368;-320.757;48.419018;-4.473476;90.866;1.373;-0.076;-0.146;;
231065;484077.34;484060340;2016;9;30;14;27;40.34;16;0;0.802;-0.441;7.699;-8.487256;-8.527151;3.214553;0;0;0;-2.033;2.577;-320.681;48.419018;-4.473477;90.864;1.377;-0.093;-0.181;;
231085;484077.359;484060359;2016;9;30;14;27;40.359;16;0;0.592;-0.434;8.53;-20.492881;-12.855926;4.5778;0;0;0;-1.627;2.846;-320.619;48.419018;-4.473477;90.861;1.38;-0.11;-0.218;;
231105;484077.379;484060379;2016;9;30;14;27;40.379;16;0;0.101;-0.298;9.258;-18.3314;-14.648418;0.987096;0;0;0;-1.324;3.1;-320.648;48.419018;-4.473477;90.858;1.369;-0.119;-0.227;;
231125;484077.4;484060400;2016;9;30;14;27;40.4;16;0;-0.093;-0.206;9.826;-12.659563;-10.401324;-3.705373;0;0;0;-1.043;3.3;-320.741;48.419019;-4.473477;90.855;1.358;-0.126;-0.235;;
231145;484077.419;484060419;2016;9;30;14;27;40.419;16;0;0.087;-0.365;10.152;-17.252947;-12.620849;-6.652116;0;0;0;-0.623;3.553;-320.871;48.419019;-4.473477;90.852;1.346;-0.135;-0.222;;
231165;484077.439;484060439;2016;9;30;14;27;40.439;16;0;0.049;-0.635;11.102;-29.784416;-13.765351;-4.29285;0;0;0;0.006;3.857;-320.948;48.419019;-4.473478;90.849;1.334;-0.146;-0.211;;
231185;484077.46;484060460;2016;9;30;14;27;40.46;16;0;-0.848;-1.496;11.104;-29.144356;-14.319125;-6.526136;0;0;0;0.439;4.015;-321.192;48.419019;-4.473478;90.838;1.316;-0.157;-0.2;;
231205;484077.479;484060479;2016;9;30;14;27;40.479;16;0;-0.468;-0.504;10.578;-14.521957;4.188135;-19.434472;0;0;0;0.559;3.838;-321.627;48.41902;-4.473478;90.827;1.301;-0.164;-0.18;;
231225;484077.5;484060500;2016;9;30;14;27;40.5;16;0;1.309;1.274;11.11;0.7697;11.138855;-21.40451;0;0;0;0.471;3.683;-321.971;48.41902;-4.473478;90.825;1.308;-0.134;-0.154;;
231245;484077.52;484060520;2016;9;30;14;27;40.52;16;0;0.601;1.089;10.672;2.027376;2.940271;-6.55384;0;0;0;0.554;3.649;-321.968;48.41902;-4.473478;90.824;1.314;-0.111;-0.13;;
231265;484077.539;484060539;2016;9;30;14;27;40.539;16;0;0.516;-0.587;10.62;-13.623444;-1.540232;6.912194;0;0;0;0.897;3.723;-321.859;48.41902;-4.473479;90.824;1.303;-0.133;-0.111;;
231285;484077.56;484060560;2016;9;30;14;27;40.56;16;0;-0.148;-1.564;10.776;-18.887753;-4.701188;-1.097144;0;0;0;1.147;3.688;-322.043;48.41902;-4.473479;90.823;1.293;-0.149;-0.09;;
231305;484077.58;484060580;2016;9;30;14;27;40.58;16;0;-0.503;-1.102;11.299;-1.560526;14.623234;-23.172677;0;0;0;0.964;3.328;-322.62;48.419021;-4.473479;90.824;1.275;-0.141;-0.039;;
231325;484077.599;484060599;2016;9;30;14;27;40.599;16;0;-0.344;0.168;12.219;19.252652;19.311697;-32.105991;0;0;0;0.497;3.017;-323.213;48.419021;-4.473479;90.824;1.256;-0.132;0.01;;
231345;484077.62;484060620;2016;9;30;14;27;40.62;16;0;-0.613;0.173;11.142;24.063431;11.782935;-25.247692;0;0;0;0.014;2.784;-323.689;48.419021;-4.473479;90.826;1.241;-0.121;0.027;;
231365;484077.64;484060640;2016;9;30;14;27;40.64;16;0;-0.025;-0.122;9.689;16.491683;9.815871;-22.816484;0;0;0;-0.169;2.645;-324.138;48.419021;-4.47348;90.828;1.227;-0.11;0.041;;
231385;484077.659;484060659;2016;9;30;14;27;40.659;16;0;-0.099;0.336;8.752;-5.142907;3.070604;-20.38402;0;0;0;-0.064;2.544;-324.507;48.419021;-4.47348;90.825;1.214;-0.094;0.02;;
231405;484077.68;484060680;2016;9;30;14;27;40.68;16;0;0.145;0.795;8.663;-6.442532;10.63534;-14.943771;0;0;0;-0.037;2.273;-324.775;48.419021;-4.47348;90.821;1.201;-0.079;0.002;;
231425;484077.7;484060700;2016;9;30;14;27;40.7;16;0;0.85;1.008;9.105;6.930197;16.086216;-11.437845;0;0;0;-0.263;1.94;-325.002;48.419022;-4.47348;90.822;1.215;-0.058;-0.001;;
231445;484077.719;484060719;2016;9;30;14;27;40.719;16;0;1.225;0.802;9.208;12.45141;13.900001;-10.798191;0;0;0;-0.469;1.72;-325.186;48.419022;-4.47348;90.823;1.229;-0.037;-0.008;;
231465;484077.739;484060739;2016;9;30;14;27;40.739;16;0;1.048;0.775;9.192;6.85411;7.507229;-6.860081;0;0;0;-0.612;1.64;-325.304;48.419022;-4.47348;90.823;1.243;-0.022;-0.019;;
231485;484077.76;484060760;2016;9;30;14;27;40.76;16;0;0.848;0.762;9.02;6.825592;-1.003057;-4.274548;0;0;0;-0.797;1.682;-325.386;48.419022;-4.47348;90.824;1.256;-0.007;-0.033;;
231505;484077.78;484060780;2016;9;30;14;27;40.78;16;0;0.675;0.82;8.789;13.308413;-4.565234;-4.462979;0;0;0;-1.104;1.768;-325.468;48.419022;-4.473481;90.824;1.262;0.012;-0.056;;
231525;484077.799;484060799;2016;9;30;14;27;40.799;16;0;0.618;1.257;8.573;15.919236;-6.729076;-1.094435;0;0;0;-1.394;1.948;-325.417;48.419023;-4.473481;90.823;1.268;0.028;-0.082;;
231545;484077.82;484060820;2016;9;30;14;27;40.82;16;0;0.696;1.418;8.253;11.402929;-10.681422;9.38139;0;0;0;-1.596;2.181;-325.159;48.419023;-4.473481;90.822;1.281;0.04;-0.117;;
231565;484077.84;484060840;2016;9;30;14;27;40.84;16;0;1.286;1.143;8.227;9.113207;-13.986514;19.237979;0;0;0;-1.765;2.48;-324.736;48.419023;-4.473481;90.821;1.295;0.048;-0.154;;
231585;484077.859;484060859;2016;9;30;14;27;40.859;16;0;1.426;0.481;7.939;9.501345;-13.680287;24.507813;0;0;0;-1.959;2.727;-324.246;48.419023;-4.473481;90.818;1.317;0.029;-0.191;;
231605;484077.879;484060879;2016;9;30;14;27;40.879;16;0;1.407;0.171;8.278;10.938577;-9.523368;24.816331;0;0;0;-2.173;2.91;-323.765;48.419024;-4.473482;90.814;1.339;0.009;-0.226;;
