Time Stamp;GPS Time;UTC Time;UTC Date;UT;UT;UT;Num Sv Used;Correction Age;Accelerometer X;Accelerometer Y;Accelerometer Z;Gyroscope X;Gyroscope Y;Gyroscope Z;Magnetometer X;Magnetometer Y;Magnetometer Z;Roll;Pitch;Yaw;Latitude;Longitude;Altitude MSL;X Velocity;Y Velocity;Z Velocity
867130.000000;865.940;173665940;2017-02-21;00;14;25.940;0;0.000000;0.904;-1.626;-9.617;-0.366063;0.402071;0.000672;0.252364;-0.047246;0.988615;9.660;5.280;53.973;48.880835050;2.182192717;-17797.088;-2.612;12.097;37.443
867150.000000;865.960;173665960;2017-02-21;00;14;25.960;0;0.000000;0.901;-1.614;-9.588;-0.287399;0.311144;0.043687;0.252681;-0.047088;0.986924;9.658;5.281;53.975;48.880834332;2.182193844;-17797.869;-2.613;12.097;37.443
867170.000000;865.980;173665980;2017-02-21;00;14;25.980;0;0.000000;0.895;-1.595;-9.608;-0.309340;0.272947;-0.028463;0.252999;-0.046930;0.985234;9.656;5.282;53.962;48.880833614;2.182194970;-17798.649;-2.615;12.097;37.444
867190.000000;866.000;173666000;2017-02-21;00;14;26.000;0;0.000000;0.899;-1.610;-9.598;-0.353146;0.304824;0.052281;0.253317;-0.046772;0.983543;9.655;5.282;53.964;48.880832897;2.182196096;-17799.429;-2.614;12.096;37.445
867210.000000;866.019;173666019;2017-02-21;00;14;26.019;0;0.000000;0.882;-1.601;-9.574;-0.283209;0.225131;0.012737;0.251899;-0.047564;0.987960;9.653;5.281;53.953;48.880832179;2.182197222;-17800.210;-2.615;12.096;37.446
867230.000000;866.039;173666039;2017-02-21;00;14;26.039;0;0.000000;0.909;-1.602;-9.611;-0.295626;0.189636;0.069208;0.250482;-0.048355;0.992378;9.652;5.280;53.954;48.880831461;2.182198348;-17800.990;-2.615;12.096;37.447
867250.000000;866.059;173666059;2017-02-21;00;14;26.059;0;0.000000;0.902;-1.606;-9.595;-0.201753;0.179350;0.033127;0.248780;-0.046514;0.989870;9.652;5.279;53.956;48.880830743;2.182199475;-17801.771;-2.613;12.096;37.448
867270.000000;866.079;173666079;2017-02-21;00;14;26.079;0;0.000000;0.903;-1.606;-9.592;-0.228114;0.183716;0.058701;0.247077;-0.044673;0.987362;9.652;5.277;53.945;48.880830025;2.182200602;-17802.551;-2.613;12.097;37.448
867290.000000;866.099;173666099;2017-02-21;00;14;26.099;0;0.000000;0.898;-1.618;-9.605;-0.206876;0.222859;0.068049;0.249725;-0.046364;0.985473;9.653;5.275;53.947;48.880829307;2.182201728;-17803.332;-2.612;12.098;37.449
867310.000000;866.119;173666119;2017-02-21;00;14;26.119;0;0.000000;0.907;-1.626;-9.614;-0.158807;0.176063;0.050310;0.252372;-0.048055;0.983585;9.653;5.272;53.935;48.880828589;2.182202855;-17804.112;-2.611;12.099;37.449
867330.000000;866.139;173666139;2017-02-21;00;14;26.139;0;0.000000;0.901;-1.595;-9.597;-0.188550;0.078834;0.112720;0.254240;-0.048096;0.983706;9.654;5.269;53.937;48.880827871;2.182203981;-17804.892;-2.609;12.100;37.450
867350.000000;866.159;173666159;2017-02-21;00;14;26.159;0;0.000000;0.886;-1.614;-9.626;-0.158184;0.108684;0.076174;0.256108;-0.048136;0.983828;9.654;5.266;53.939;48.880827152;2.182205108;-17805.673;-2.607;12.101;37.450
867370.000000;866.179;173666179;2017-02-21;00;14;26.179;0;0.000000;0.884;-1.615;-9.603;-0.178255;0.106183;0.089439;0.254392;-0.048266;0.985386;9.655;5.262;53.928;48.880826434;2.182206235;-17806.453;-2.605;12.102;37.451
867390.000000;866.199;173666199;2017-02-21;00;14;26.199;0;0.000000;0.895;-1.618;-9.613;-0.154084;0.049312;0.113701;0.252677;-0.048396;0.986945;9.656;5.259;53.930;48.880825716;2.182207362;-17807.234;-2.603;12.104;37.451
867410.000000;866.219;173666219;2017-02-21;00;14;26.219;0;0.000000;0.898;-1.614;-9.598;-0.221451;0.100564;0.073971;0.252514;-0.050517;0.986646;9.657;5.256;53.918;48.880824997;2.182208489;-17808.014;-2.602;12.105;37.452
867430.000000;866.239;173666239;2017-02-21;00;14;26.239;0;0.000000;0.893;-1.602;-9.600;-0.152555;0.089259;0.066352;0.252351;-0.052639;0.986347;9.657;5.253;53.921;48.880824279;2.182209616;-17808.795;-2.600;12.106;37.452
867450.000000;866.259;173666259;2017-02-21;00;14;26.259;0;0.000000;0.885;-1.624;-9.596;-0.167063;0.121895;0.075881;0.251424;-0.052953;0.986715;9.658;5.250;53.923;48.880823560;2.182210743;-17809.575;-2.598;12.107;37.453
867470.000000;866.279;173666279;2017-02-21;00;14;26.279;0;0.000000;0.883;-1.594;-9.626;-0.188602;0.146934;0.071185;0.250497;-0.053268;0.987083;9.659;5.247;53.911;48.880822841;2.182211870;-17810.356;-2.598;12.108;37.453
867490.000000;866.299;173666299;2017-02-21;00;14;26.299;0;0.000000;0.875;-1.606;-9.607;-0.203194;0.098317;0.075655;0.251912;-0.051666;0.985511;9.659;5.245;53.913;48.880822123;2.182212997;-17811.137;-2.596;12.109;37.453
867510.000000;866.319;173666319;2017-02-21;00;14;26.319;0;0.000000;0.896;-1.612;-9.594;-0.160278;0.147265;0.065561;0.253328;-0.050063;0.983939;9.660;5.243;53.903;48.880821404;2.182214124;-17811.917;-2.596;12.110;37.454
867530.000000;866.339;173666339;2017-02-21;00;14;26.339;0;0.000000;0.877;-1.619;-9.605;-0.197412;0.184903;0.104909;0.250686;-0.048532;0.983645;9.661;5.242;53.905;48.880820685;2.182215252;-17812.698;-2.595;12.111;37.454
867550.000000;866.359;173666359;2017-02-21;00;14;26.359;0;0.000000;0.897;-1.594;-9.576;-0.145609;0.165567;0.132031;0.248043;-0.047001;0.983351;9.662;5.241;53.908;48.880819966;2.182216379;-17813.478;-2.594;12.112;37.455
867570.000000;866.379;173666379;2017-02-21;00;14;26.379;0;0.000000;0.881;-1.599;-9.584;-0.145707;0.220989;0.062349;0.249126;-0.047025;0.985172;9.662;5.240;53.897;48.880819247;2.182217507;-17814.259;-2.595;12.114;37.455
867590.000000;866.399;173666399;2017-02-21;00;14;26.399;0;0.000000;0.903;-1.587;-9.572;-0.165346;0.209098;0.119318;0.250209;-0.047050;0.986993;9.664;5.241;53.899;48.880818527;2.182218634;-17815.040;-2.595;12.115;37.456
867610.000000;866.419;173666419;2017-02-21;00;14;26.419;0;0.000000;0.882;-1.611;-9.588;-0.156156;0.270733;0.092156;0.251615;-0.048719;0.985809;9.665;5.241;53.889;48.880817808;2.182219762;-17815.820;-2.596;12.117;37.456
867630.000000;866.439;173666439;2017-02-21;00;14;26.439;0;0.000000;0.887;-1.605;-9.614;-0.168601;0.264409;0.091860;0.253020;-0.050389;0.984626;9.667;5.241;53.892;48.880817089;2.182220890;-17816.601;-2.596;12.119;37.456
867650.000000;866.459;173666459;2017-02-21;00;14;26.459;0;0.000000;0.913;-1.582;-9.602;-0.147030;0.329759;0.035698;0.251936;-0.050368;0.983982;9.669;5.243;53.895;48.880816369;2.182222017;-17817.382;-2.597;12.121;37.456
867670.000000;866.479;173666479;2017-02-21;00;14;26.479;0;0.000000;0.889;-1.625;-9.617;-0.044598;0.257033;0.065091;0.250852;-0.050347;0.983339;9.672;5.244;53.885;48.880815650;2.182223145;-17818.162;-2.599;12.124;37.456
867690.000000;866.499;173666499;2017-02-21;00;14;26.499;0;0.000000;0.901;-1.602;-9.602;0.029700;0.317226;0.150435;0.252249;-0.051354;0.982309;9.676;5.246;53.888;48.880814930;2.182224273;-17818.943;-2.601;12.126;37.456
867710.000000;866.519;173666519;2017-02-21;00;14;26.519;0;0.000000;0.896;-1.615;-9.567;-0.038567;0.370423;0.049363;0.253645;-0.052360;0.981280;9.679;5.249;53.877;48.880814210;2.182225401;-17819.724;-2.604;12.129;37.455
867730.000000;866.539;173666539;2017-02-21;00;14;26.539;0;0.000000;0.892;-1.631;-9.598;-0.049212;0.391826;0.024930;0.255046;-0.050100;0.982720;9.683;5.253;53.880;48.880813491;2.182226529;-17820.504;-2.606;12.132;37.455
867750.000000;866.559;173666559;2017-02-21;00;14;26.559;0;0.000000;0.902;-1.609;-9.619;-0.009435;0.407786;0.079533;0.256447;-0.047839;0.984160;9.687;5.256;53.883;48.880812771;2.182227657;-17821.285;-2.608;12.135;37.454
867770.000000;866.579;173666579;2017-02-21;00;14;26.579;0;0.000000;0.895;-1.622;-9.602;-0.052965;0.404648;0.081652;0.254566;-0.052062;0.986799;9.691;5.260;53.873;48.880812051;2.182228786;-17822.066;-2.611;12.139;37.454
867790.000000;866.599;173666599;2017-02-21;00;14;26.599;0;0.000000;0.884;-1.613;-9.609;-0.028529;0.452087;0.074093;0.252686;-0.056284;0.989437;9.695;5.264;53.876;48.880811331;2.182229914;-17822.847;-2.614;12.141;37.453
867810.000000;866.619;173666619;2017-02-21;00;14;26.619;0;0.000000;0.902;-1.597;-9.604;-0.105212;0.390089;0.075456;0.253026;-0.052038;0.985833;9.697;5.267;53.866;48.880810611;2.182231042;-17823.627;-2.617;12.144;37.453
867830.000000;866.639;173666639;2017-02-21;00;14;26.639;0;0.000000;0.898;-1.621;-9.565;-0.041678;0.376554;0.094150;0.253365;-0.047791;0.982230;9.700;5.270;53.868;48.880809891;2.182232171;-17824.408;-2.619;12.146;37.453
867850.000000;866.659;173666659;2017-02-21;00;14;26.659;0;0.000000;0.908;-1.608;-9.586;-0.087621;0.443745;0.103893;0.252275;-0.047770;0.982930;9.703;5.273;53.871;48.880809170;2.182233299;-17825.189;-2.621;12.148;37.453
867870.000000;866.679;173666679;2017-02-21;00;14;26.679;0;0.000000;0.901;-1.615;-9.606;-0.149913;0.308269;0.083571;0.251184;-0.047748;0.983630;9.704;5.275;53.861;48.880808450;2.182234428;-17825.970;-2.623;12.150;37.453
867890.000000;866.699;173666699;2017-02-21;00;14;26.699;0;0.000000;0.900;-1.603;-9.601;-0.158286;0.379418;0.084263;0.251032;-0.047584;0.983632;9.704;5.277;53.864;48.880807730;2.182235557;-17826.751;-2.625;12.151;37.454
867910.000000;866.719;173666719;2017-02-21;00;14;26.719;0;0.000000;0.905;-1.604;-9.583;-0.309721;0.331387;0.040864;0.250880;-0.047419;0.983634;9.703;5.279;53.853;48.880807010;2.182236685;-17827.531;-2.627;12.151;37.454
867930.000000;866.739;173666739;2017-02-21;00;14;26.739;0;0.000000;0.902;-1.594;-9.586;-0.277997;0.321689;0.049764;0.253354;-0.046485;0.986242;9.701;5.280;53.855;48.880806289;2.182237814;-17828.312;-2.627;12.150;37.456
867950.000000;866.759;173666759;2017-02-21;00;14;26.759;0;0.000000;0.884;-1.614;-9.595;-0.314768;0.217491;0.116908;0.255829;-0.045550;0.988849;9.699;5.280;53.858;48.880805569;2.182238943;-17829.093;-2.627;12.149;37.457
867970.000000;866.779;173666779;2017-02-21;00;14;26.779;0;0.000000;0.890;-1.610;-9.617;-0.400360;0.194838;0.059700;0.254275;-0.048626;0.986250;9.694;5.279;53.846;48.880804848;2.182240072;-17829.874;-2.628;12.147;37.458
867990.000000;866.799;173666799;2017-02-21;00;14;26.799;0;0.000000;0.891;-1.612;-9.585;-0.427683;0.158087;0.090708;0.252722;-0.051701;0.983651;9.689;5.278;53.849;48.880804127;2.182241201;-17830.655;-2.627;12.145;37.460
868010.000000;866.819;173666819;2017-02-21;00;14;26.819;0;0.000000;0.893;-1.601;-9.579;-0.456829;0.208790;0.057240;0.251942;-0.045627;0.986764;9.684;5.276;53.837;48.880803406;2.182242330;-17831.436;-2.627;12.142;37.461
868030.000000;866.839;173666839;2017-02-21;00;14;26.839;0;0.000000;0.899;-1.626;-9.616;-0.549288;0.152433;0.092892;0.251163;-0.039553;0.989876;9.678;5.274;53.840;48.880802686;2.182243459;-17832.217;-2.626;12.138;37.464
868050.000000;866.859;173666859;2017-02-21;00;14;26.859;0;0.000000;0.897;-1.610;-9.626;-0.572524;0.113982;0.098902;0.252253;-0.042358;0.988046;9.671;5.272;53.841;48.880801965;2.182244589;-17832.998;-2.624;12.134;37.466
868070.000000;866.879;173666879;2017-02-21;00;14;26.879;0;0.000000;0.897;-1.616;-9.585;-0.550965;0.143337;0.065172;0.253343;-0.045164;0.986216;9.664;5.268;53.829;48.880801244;2.182245718;-17833.779;-2.623;12.131;37.468
868090.000000;866.899;173666899;2017-02-21;00;14;26.899;0;0.000000;0.891;-1.615;-9.627;-0.598049;0.073406;0.073099;0.252100;-0.046779;0.986444;9.657;5.265;53.831;48.880800523;2.182246847;-17834.560;-2.621;12.127;37.470
868110.000000;866.919;173666919;2017-02-21;00;14;26.919;0;0.000000;0.904;-1.602;-9.606;-0.513144;0.038516;0.105678;0.250856;-0.048394;0.986672;9.650;5.261;53.819;48.880799801;2.182247977;-17835.341;-2.619;12.123;37.472
868130.000000;866.939;173666939;2017-02-21;00;14;26.939;0;0.000000;0.907;-1.597;-9.602;-0.495429;0.070268;0.092001;0.254898;-0.048149;0.986563;9.645;5.257;53.821;48.880799080;2.182249106;-17836.122;-2.616;12.120;37.474
868150.000000;866.959;173666959;2017-02-21;00;14;26.959;0;0.000000;0.904;-1.602;-9.588;-0.478033;0.033386;0.029748;0.258940;-0.047903;0.986454;9.640;5.253;53.823;48.880798359;2.182250236;-17836.903;-2.613;12.118;37.475
868170.000000;866.979;173666979;2017-02-21;00;14;26.979;0;0.000000;0.879;-1.612;-9.614;-0.535274;0.079938;0.039008;0.255992;-0.043747;0.986461;9.635;5.250;53.812;48.880797637;2.182251366;-17837.684;-2.612;12.115;37.477
868190.000000;867.000;173667000;2017-02-21;00;14;27.000;0;0.000000;0.900;-1.610;-9.631;-0.380371;0.076275;0.053400;0.253043;-0.039591;0.986469;9.632;5.246;53.813;48.880796916;2.182252496;-17838.465;-2.610;12.114;37.478
868210.000000;867.019;173667019;2017-02-21;00;14;27.019;0;0.000000;0.887;-1.599;-9.620;-0.305896;0.042149;0.101828;0.255822;-0.042268;0.989632;9.630;5.243;53.801;48.880796194;2.182253626;-17839.246;-2.609;12.114;37.479
868230.000000;867.039;173667039;2017-02-21;00;14;27.039;0;0.000000;0.892;-1.597;-9.618;-0.274555;0.078659;0.096686;0.258602;-0.044945;0.992795;9.630;5.241;53.803;48.880795473;2.182254756;-17840.027;-2.607;12.114;37.479
868250.000000;867.059;173667059;2017-02-21;00;14;27.059;0;0.000000;0.904;-1.611;-9.606;-0.146716;0.134584;0.079239;0.255976;-0.048005;0.988211;9.631;5.238;53.805;48.880794751;2.182255886;-17840.808;-2.606;12.116;37.479
868270.000000;867.079;173667079;2017-02-21;00;14;27.079;0;0.000000;0.910;-1.593;-9.625;-0.143912;0.156903;0.101854;0.253351;-0.051064;0.983627;9.633;5.237;53.793;48.880794029;2.182257016;-17841.589;-2.606;12.118;37.480
868290.000000;867.099;173667099;2017-02-21;00;14;27.099;0;0.000000;0.898;-1.599;-9.602;-0.088892;0.182391;0.057049;0.254434;-0.047971;0.984890;9.636;5.235;53.795;48.880793307;2.182258147;-17842.370;-2.605;12.120;37.479
868310.000000;867.119;173667119;2017-02-21;00;14;27.119;0;0.000000;0.881;-1.616;-9.594;-0.059714;0.138082;0.080325;0.255517;-0.044878;0.986154;9.639;5.235;53.783;48.880792585;2.182259277;-17843.151;-2.606;12.124;37.479
868330.000000;867.139;173667139;2017-02-21;00;14;27.139;0;0.000000;0.880;-1.636;-9.598;0.053996;0.202951;0.021169;0.255831;-0.046362;0.986004;9.645;5.234;53.784;48.880791863;2.182260407;-17843.932;-2.605;12.128;37.479
868350.000000;867.159;173667159;2017-02-21;00;14;27.159;0;0.000000;0.885;-1.611;-9.609;0.045286;0.234391;0.071455;0.256145;-0.047847;0.985854;9.650;5.233;53.786;48.880791140;2.182261538;-17844.713;-2.605;12.132;37.478
868370.000000;867.179;173667179;2017-02-21;00;14;27.179;0;0.000000;0.900;-1.614;-9.621;0.072351;0.284907;0.060414;0.257249;-0.046724;0.982951;9.656;5.234;53.774;48.880790418;2.182262668;-17845.495;-2.606;12.136;37.477
868390.000000;867.199;173667199;2017-02-21;00;14;27.199;0;0.000000;0.884;-1.607;-9.596;0.123260;0.231184;-0.008646;0.258352;-0.045600;0.980049;9.662;5.234;53.776;48.880789696;2.182263799;-17846.276;-2.607;12.141;37.477
868410.000000;867.219;173667219;2017-02-21;00;14;27.219;0;0.000000;0.898;-1.617;-9.603;0.091280;0.270927;0.034736;0.254449;-0.046173;0.982846;9.669;5.235;53.763;48.880788973;2.182264930;-17847.057;-2.608;12.146;37.476
868430.000000;867.239;173667239;2017-02-21;00;14;27.239;0;0.000000;0.891;-1.618;-9.587;0.086420;0.245993;-0.011569;0.250546;-0.046745;0.985642;9.675;5.236;53.764;48.880788251;2.182266060;-17847.838;-2.608;12.150;37.475
868450.000000;867.259;173667259;2017-02-21;00;14;27.259;0;0.000000;0.883;-1.614;-9.600;0.062137;0.253198;0.024779;0.250400;-0.049365;0.983338;9.680;5.236;53.766;48.880787528;2.182267191;-17848.619;-2.609;12.154;37.474
868470.000000;867.279;173667279;2017-02-21;00;14;27.279;0;0.000000;0.899;-1.609;-9.585;0.056380;0.313060;0.050743;0.250253;-0.051985;0.981035;9.686;5.238;53.754;48.880786806;2.182268322;-17849.401;-2.611;12.159;37.474
868490.000000;867.299;173667299;2017-02-21;00;14;27.299;0;0.000000;0.911;-1.603;-9.632;-0.000384;0.305594;0.054657;0.249921;-0.051156;0.985396;9.690;5.239;53.757;48.880786083;2.182269453;-17850.182;-2.611;12.162;37.473
868510.000000;867.319;173667319;2017-02-21;00;14;27.319;0;0.000000;0.879;-1.613;-9.590;-0.028693;0.317397;-0.003229;0.249589;-0.050328;0.989757;9.694;5.240;53.745;48.880785361;2.182270584;-17850.963;-2.614;12.165;37.473
868530.000000;867.339;173667339;2017-02-21;00;14;27.339;0;0.000000;0.904;-1.601;-9.615;-0.123624;0.341068;0.023871;0.251611;-0.050369;0.989369;9.696;5.242;53.747;48.880784638;2.182271716;-17851.744;-2.615;12.167;37.473
868550.000000;867.359;173667359;2017-02-21;00;14;27.359;0;0.000000;0.888;-1.624;-9.584;-0.139003;0.278978;0.029672;0.253633;-0.050409;0.988981;9.698;5.243;53.749;48.880783915;2.182272847;-17852.525;-2.615;12.169;37.473
868570.000000;867.379;173667379;2017-02-21;00;14;27.379;0;0.000000;0.883;-1.649;-9.598;-0.194355;0.274979;0.058821;0.254592;-0.048956;0.983558;9.698;5.244;53.738;48.880783192;2.182273978;-17853.307;-2.617;12.170;37.474
868590.000000;867.399;173667399;2017-02-21;00;14;27.399;0;0.000000;0.884;-1.615;-9.585;-0.197527;0.284291;0.071878;0.255552;-0.047502;0.978134;9.698;5.245;53.740;48.880782469;2.182275110;-17854.088;-2.617;12.170;37.474
868610.000000;867.419;173667419;2017-02-21;00;14;27.419;0;0.000000;0.894;-1.603;-9.561;-0.324109;0.307612;0.030483;0.251958;-0.049885;0.981290;9.696;5.246;53.730;48.880781746;2.182276241;-17854.869;-2.619;12.170;37.476
868630.000000;867.439;173667439;2017-02-21;00;14;27.439;0;0.000000;0.901;-1.609;-9.584;-0.334659;0.289810;0.098685;0.248365;-0.052268;0.984445;9.693;5.247;53.733;48.880781023;2.182277373;-17855.651;-2.619;12.169;37.477
868650.000000;867.459;173667459;2017-02-21;00;14;27.459;0;0.000000;0.896;-1.614;-9.606;-0.340621;0.296409;0.081175;0.250849;-0.049861;0.985685;9.690;5.249;53.736;48.880780300;2.182278505;-17856.432;-2.620;12.167;37.478
868670.000000;867.479;173667479;2017-02-21;00;14;27.479;0;0.000000;0.889;-1.615;-9.613;-0.428596;0.289599;0.089446;0.253333;-0.047454;0.986924;9.685;5.250;53.726;48.880779577;2.182279637;-17857.213;-2.622;12.165;37.480
868690.000000;867.499;173667499;2017-02-21;00;14;27.499;0;0.000000;0.889;-1.622;-9.587;-0.448316;0.366620;0.100953;0.250388;-0.049683;0.983340;9.681;5.252;53.729;48.880778853;2.182280769;-17857.995;-2.623;12.162;37.481
868710.000000;867.519;173667519;2017-02-21;00;14;27.519;0;0.000000;0.885;-1.606;-9.624;-0.486891;0.344292;0.070836;0.247442;-0.051912;0.979756;9.675;5.253;53.719;48.880778130;2.182281901;-17858.776;-2.625;12.159;37.483
868730.000000;867.539;173667539;2017-02-21;00;14;27.539;0;0.000000;0.877;-1.601;-9.591;-0.457370;0.324523;0.109923;0.249294;-0.051301;0.984740;9.671;5.255;53.722;48.880777407;2.182283033;-17859.558;-2.626;12.157;37.484
868750.000000;867.559;173667559;2017-02-21;00;14;27.559;0;0.000000;0.909;-1.609;-9.588;-0.450653;0.335481;0.119052;0.251147;-0.050690;0.989724;9.666;5.256;53.726;48.880776683;2.182284165;-17860.339;-2.627;12.154;37.486
868770.000000;867.579;173667579;2017-02-21;00;14;27.579;0;0.000000;0.880;-1.620;-9.595;-0.432257;0.324752;0.136115;0.253335;-0.053352;0.985174;9.661;5.258;53.716;48.880775960;2.182285297;-17861.120;-2.629;12.152;37.487
868790.000000;867.599;173667599;2017-02-21;00;14;27.599;0;0.000000;0.898;-1.604;-9.589;-0.402566;0.330551;0.156733;0.255522;-0.056014;0.980625;9.657;5.259;53.720;48.880775236;2.182286429;-17861.902;-2.629;12.149;37.489
868810.000000;867.619;173667619;2017-02-21;00;14;27.619;0;0.000000;0.899;-1.586;-9.612;-0.398181;0.362431;0.103410;0.254588;-0.054521;0.981800;9.653;5.261;53.711;48.880774512;2.182287561;-17862.683;-2.632;12.148;37.489
868830.000000;867.639;173667639;2017-02-21;00;14;27.639;0;0.000000;0.898;-1.593;-9.624;-0.385732;0.391434;0.118282;0.253653;-0.053029;0.982976;9.651;5.263;53.715;48.880773788;2.182288694;-17863.465;-2.633;12.147;37.490
868850.000000;867.659;173667659;2017-02-21;00;14;27.659;0;0.000000;0.906;-1.603;-9.591;-0.343041;0.305916;0.098470;0.254586;-0.046336;0.986203;9.649;5.265;53.717;48.880773064;2.182289826;-17864.246;-2.634;12.147;37.491
868870.000000;867.679;173667679;2017-02-21;00;14;27.679;0;0.000000;0.904;-1.604;-9.594;-0.264392;0.318563;0.126779;0.255518;-0.039643;0.989429;9.648;5.266;53.708;48.880772340;2.182290959;-17865.028;-2.636;12.147;37.492
868890.000000;867.699;173667699;2017-02-21;00;14;27.699;0;0.000000;0.907;-1.606;-9.602;-0.235949;0.284020;0.119343;0.254272;-0.043706;0.986838;9.649;5.268;53.710;48.880771616;2.182292092;-17865.809;-2.637;12.148;37.493
868910.000000;867.719;173667719;2017-02-21;00;14;27.719;0;0.000000;0.880;-1.608;-9.587;-0.148853;0.293592;0.087198;0.253025;-0.047768;0.984247;9.650;5.270;53.700;48.880770892;2.182293224;-17866.591;-2.639;12.150;37.493
868930.000000;867.739;173667739;2017-02-21;00;14;27.739;0;0.000000;0.896;-1.605;-9.615;-0.151481;0.332696;0.105735;0.255832;-0.045213;0.985480;9.652;5.271;53.703;48.880770168;2.182294357;-17867.372;-2.640;12.151;37.493
868950.000000;867.759;173667759;2017-02-21;00;14;27.759;0;0.000000;0.886;-1.624;-9.623;-0.093464;0.317134;0.078568;0.258639;-0.042658;0.986712;9.655;5.273;53.706;48.880769443;2.182295490;-17868.154;-2.641;12.154;37.492
868970.000000;867.779;173667779;2017-02-21;00;14;27.779;0;0.000000;0.906;-1.589;-9.601;-0.049111;0.267665;0.049623;0.254288;-0.042406;0.986485;9.658;5.273;53.695;48.880768719;2.182296623;-17868.935;-2.643;12.157;37.492
868990.000000;867.799;173667799;2017-02-21;00;14;27.799;0;0.000000;0.894;-1.622;-9.622;-0.058831;0.288962;0.054015;0.249936;-0.042153;0.986257;9.662;5.274;53.697;48.880767994;2.182297757;-17869.717;-2.643;12.160;37.491
869010.000000;867.819;173667819;2017-02-21;00;14;27.819;0;0.000000;0.906;-1.593;-9.617;0.019642;0.280038;0.059200;0.250072;-0.043791;0.989471;9.666;5.275;53.685;48.880767270;2.182298890;-17870.498;-2.644;12.164;37.491
869030.000000;867.839;173667839;2017-02-21;00;14;27.839;0;0.000000;0.907;-1.627;-9.619;0.013126;0.249868;0.040344;0.250208;-0.045429;0.992685;9.671;5.275;53.686;48.880766545;2.182300023;-17871.280;-2.644;12.168;37.490
869050.000000;867.859;173667859;2017-02-21;00;14;27.859;0;0.000000;0.909;-1.611;-9.587;0.026100;0.219894;0.046242;0.249127;-0.043772;0.992351;9.676;5.275;53.688;48.880765820;2.182301157;-17872.062;-2.644;12.171;37.490
869070.000000;867.879;173667879;2017-02-21;00;14;27.879;0;0.000000;0.879;-1.616;-9.592;-0.025298;0.212049;0.024902;0.248046;-0.042114;0.992016;9.680;5.274;53.676;48.880765095;2.182302291;-17872.843;-2.645;12.175;37.489
869090.000000;867.899;173667899;2017-02-21;00;14;27.899;0;0.000000;0.896;-1.610;-9.612;0.007080;0.192908;-0.021883;0.251799;-0.043502;0.986567;9.683;5.273;53.676;48.880764370;2.182303424;-17873.625;-2.644;12.178;37.489
869110.000000;867.919;173667919;2017-02-21;00;14;27.919;0;0.000000;0.891;-1.627;-9.598;-0.020458;0.117581;0.025410;0.255552;-0.044889;0.981118;9.686;5.271;53.664;48.880763645;2.182304558;-17874.406;-2.644;12.181;37.489
869130.000000;867.939;173667939;2017-02-21;00;14;27.939;0;0.000000;0.895;-1.604;-9.614;-0.082470;0.139528;0.049056;0.255388;-0.045046;0.981963;9.689;5.269;53.665;48.880762920;2.182305692;-17875.188;-2.643;12.183;37.489
869150.000000;867.959;173667959;2017-02-21;00;14;27.959;0;0.000000;0.904;-1.620;-9.605;-0.083144;0.154945;-0.003800;0.255224;-0.045203;0.982809;9.691;5.267;53.665;48.880762195;2.182306825;-17875.970;-2.642;12.185;37.489
869170.000000;867.979;173667979;2017-02-21;00;14;27.979;0;0.000000;0.885;-1.623;-9.608;-0.142970;0.077966;0.095365;0.253978;-0.045016;0.984351;9.692;5.264;53.653;48.880761469;2.182307959;-17876.751;-2.641;12.186;37.489
869190.000000;868.000;173668000;2017-02-21;00;14;28.000;0;0.000000;0.898;-1.605;-9.606;-0.167894;0.093229;0.022689;0.252731;-0.044830;0.985893;9.693;5.260;53.654;48.880760744;2.182309093;-17877.533;-2.639;12.188;37.490
869210.000000;868.019;173668019;2017-02-21;00;14;28.019;0;0.000000;0.892;-1.617;-9.608;-0.226681;0.087689;0.003799;0.254128;-0.047968;0.984731;9.692;5.257;53.640;48.880760019;2.182310227;-17878.315;-2.638;12.188;37.490
869230.000000;868.039;173668039;2017-02-21;00;14;28.039;0;0.000000;0.891;-1.605;-9.602;-0.183529;0.031266;0.073945;0.255524;-0.051106;0.983570;9.691;5.253;53.641;48.880759293;2.182311362;-17879.096;-2.635;12.188;37.491
869250.000000;868.059;173668059;2017-02-21;00;14;28.059;0;0.000000;0.888;-1.625;-9.597;-0.284300;0.005935;0.014069;0.254588;-0.048297;0.983882;9.689;5.250;53.642;48.880758567;2.182312496;-17879.878;-2.633;12.187;37.493
869270.000000;868.079;173668079;2017-02-21;00;14;28.079;0;0.000000;0.922;-1.610;-9.608;-0.320992;0.069207;0.038636;0.253651;-0.045489;0.984194;9.686;5.246;53.629;48.880757841;2.182313631;-17880.660;-2.631;12.187;37.494
869290.000000;868.099;173668099;2017-02-21;00;14;28.099;0;0.000000;0.884;-1.621;-9.611;-0.363427;0.082874;0.054886;0.252414;-0.046451;0.984076;9.684;5.243;53.630;48.880757116;2.182314765;-17881.442;-2.629;12.185;37.495
869310.000000;868.119;173668119;2017-02-21;00;14;28.119;0;0.000000;0.904;-1.612;-9.572;-0.395389;0.059654;0.109553;0.251176;-0.047414;0.983958;9.680;5.240;53.618;48.880756390;2.182315900;-17882.223;-2.628;12.184;37.496
