tv_sec;tv_usec;name;sent/received;data;
1443097557;56665;7;r;0xffdb0019 (25,-37);
1443097558;58169;1;s;rng
;
1443097561;161538;1;r;
RangeTMO;
1443097565;183389;7;r;0xffdb0019 (25,-37);
1443097566;183587;1;s;rng
;
1443097569;285365;1;r;
RangeTMO;
1443097573;403435;7;r;0xffda0018 (24,-38);
1443097574;404636;1;s;rng
;
1443097577;507961;1;r;
RangeTMO;
1443097581;529886;7;r;0xffda0018 (24,-38);
1443097582;531109;1;s;rng
;
1443097585;632956;1;r;
RangeTMO;
1443097589;765576;7;r;0xffd90017 (23,-39);
1443097590;766741;1;s;rng
;
1443097593;870092;1;r;
RangeTMO;
1443097597;891667;7;r;0xffd90017 (23,-39);
1443097598;892556;1;s;rng
;
1443097601;994067;1;r;
RangeTMO;
1443097606;122949;7;r;0xffdc001e (30,-36);
1443097607;124404;1;s;rng
;
1443097610;227897;1;r;
RangeTMO;
1443097614;244816;7;r;0xffdc001e (30,-36);
1443097615;281966;1;s;rng
;
1443097618;383313;1;r;
Range=32.5m
;
1443097622;480745;7;r;0xffe6001d (29,-26);
1443097623;481975;1;s;rng
;
1443097626;583614;1;r;
Range=36.5m
;
1443097630;607540;7;r;0xffe6001d (29,-26);
1443097631;608711;1;s;rng
;
1443097634;711866;1;r;
Range=37.0m
;
1443097638;842740;7;r;0xffe6001c (28,-26);
1443097639;843603;1;s;rng
;
1443097642;946792;1;r;
Range=49.8m
;
1443097646;968590;7;r;0xffe6001c (28,-26);
1443097647;969515;1;s;rng
;
1443097651;70950;1;r;+;++
RangeTMO;
1443097655;188256;7;r;0xffe6001c (28,-26);
1443097656;188364;1;s;rng
;
1443097659;290867;1;r;
Range=39.3m
;
1443097663;296883;7;r;0xffe6001c (28,-26);
1443097664;298362;1;s;rng
;
1443097667;401613;1;r;
RangeTMO;
1443097671;532218;7;r;0xffe6001b (27,-26);
1443097672;533192;1;s;rng
;
1443097675;635133;1;r;
Range=39.1m
;
1443097679;674833;7;r;0xffe6001b (27,-26);
1443097680;675944;1;s;rng
;
