125352222,484471555,-44115982
125352222,484471555,-44115982
125353222,484471200,-44112317
125354222,484471335,-44110531
125355222,484470737,-44110314
125357022,484470490,-44110013
125358022,484470490,-44110013
125359022,484470490,-44110013
125400022,484470490,-44110013
125401022,484469820,-44109829
125402022,484469586,-44109877
125403022,484469497,-44109904
125404022,484469437,-44109940
125405022,484469349,-44109942
125406022,484469349,-44109942
125407022,484469349,-44109942
125408022,484469349,-44109942
125409022,484469349,-44109942
125410022,484469349,-44109942
125411022,484469349,-44109942
125412022,484469349,-44109942
125413022,484469349,-44109942
125414022,484469349,-44109942
125415022,484469349,-44109942
125416022,484469349,-44109942
125417022,484469349,-44109942
125418022,484469349,-44109942
125419022,484469349,-44109942
125420022,484469349,-44109942
125421022,484469349,-44109942
125422022,484469349,-44109942
125423022,484469349,-44109942
125424022,484469349,-44109942
125425022,484469349,-44109942
125426022,484469349,-44109942
125427022,484469349,-44109942
125428022,484469349,-44109942
125429022,484469349,-44109942
125430022,484469349,-44109942
125431022,484469349,-44109942
125432022,484469349,-44109942
125433022,484469349,-44109942
125434022,484469349,-44109942
125435022,484469349,-44109942
125436022,484469349,-44109942
125437022,484469349,-44109942
125438022,484469349,-44109942
125439022,484469349,-44109942
125440022,484469349,-44109942
125441022,484469349,-44109942
125442022,484469349,-44109942
125443022,484469349,-44109942
125444022,484469349,-44109942
125445022,484469349,-44109942
125446022,484469349,-44109942
125447022,484469349,-44109942
125448022,484469349,-44109942
125449022,484469349,-44109942
125450022,484469349,-44109942
125451022,484469349,-44109942
125452022,484469349,-44109942
125453022,484469349,-44109942
125454022,484469349,-44109942
125455022,484469349,-44109942
125456022,484469349,-44109942
125457022,484469349,-44109942
125458022,484469349,-44109942
125459022,484469349,-44109942
125500022,484469349,-44109942
125501022,484469349,-44109942
125502022,484469349,-44109942
125503022,484469349,-44109942
125504022,484469349,-44109942
125505022,484469349,-44109942
125506022,484469349,-44109942
125507022,484469349,-44109942
125508022,484469349,-44109942
125509022,484469349,-44109942
125510022,484469349,-44109942
125511022,484469349,-44109942
125512022,484469349,-44109942
125513022,484469349,-44109942
125514022,484469349,-44109942
125515022,484469349,-44109942
125516022,484469349,-44109942
125517022,484469349,-44109942
125518022,484469349,-44109942
125519022,484469349,-44109942
125520022,484469349,-44109942
125521022,484469349,-44109942
125522022,484469349,-44109942
125523022,484469349,-44109942
125524022,484469349,-44109942
125525022,484469349,-44109942
125526022,484469349,-44109942
125527022,484469349,-44109942
125528022,484469349,-44109942
125529022,484469349,-44109942
125530022,484469349,-44109942
125531022,484469349,-44109942
125532022,484469349,-44109942
125533022,484469349,-44109942
125534022,484469349,-44109942
