16363015,484182550,-44723833
16363115,484182599,-44723750
16363215,484182583,-44723600
16363315,484182583,-44723600
16363415,484182683,-44723650
16363515,484182783,-44723766
16363615,484182900,-44723900
16363715,484182933,-44723983
16363815,484182966,-44724199
16363915,484183016,-44724333
16364015,484183049,-44724416
16364115,484183083,-44724533
16364215,484183033,-44724650
16364315,484183166,-44724616
16364415,484183216,-44724533
16364515,484183250,-44724616
16364615,484183316,-44724683
16364715,484183350,-44724633
16364815,484183366,-44724550
16364915,484183416,-44724533
16365015,484183483,-44724550
16365115,484183483,-44724583
16365215,484183483,-44724650
16365315,484183533,-44724716
16365415,484183566,-44724733
16365515,484183516,-44724783
16365615,484183533,-44724850
16365715,484183533,-44724850
16365815,484183533,-44724900
16365915,484183600,-44724950
16370015,484183666,-44724983
16370115,484183733,-44725050
16370215,484183716,-44724966
16370315,484183683,-44724933
16370415,484183733,-44724983
16370515,484183700,-44724950
16370615,484183666,-44724900
16370715,484183650,-44724866
16370815,484183633,-44724766
16370915,484183616,-44724633
16371015,484183650,-44724483
16371115,484183616,-44724400
16371215,484183600,-44724466
16371315,484183616,-44724433
16371415,484183633,-44724366
16371515,484183616,-44724333
16371615,484183716,-44724250
16371715,484183766,-44724216
16371815,484183833,-44724199
16371915,484183783,-44724150
16372015,484183750,-44724133
16372115,484183750,-44724199
16372215,484183700,-44724266
16372315,484183666,-44724300
16372415,484183700,-44724383
16372515,484183716,-44724500
16372615,484183633,-44724466
16372715,484183566,-44724466
16372815,484183533,-44724449
16372915,484183516,-44724466
16373015,484183499,-44724433
16373115,484183466,-44724383
16373215,484183466,-44724416
16373315,484183450,-44724366
16373415,484183483,-44724366
16373515,484183499,-44724433
16373615,484183533,-44724449
16373715,484183533,-44724400
16373815,484183583,-44724350
16373915,484183583,-44724283
16374015,484183600,-44724199
16374115,484183616,-44724166
16374215,484183633,-44724216
16374315,484183633,-44724266
16374415,484183650,-44724266
16374515,484183633,-44724233
16374615,484183666,-44724250
16374715,484183650,-44724199
16374815,484183650,-44724116
16374915,484183633,-44724066
16375015,484183583,-44724100
16375115,484183550,-44724066
16375215,484183533,-44724066
16375315,484183499,-44724033
16375415,484183466,-44724050
16375515,484183450,-44724033
16375615,484183400,-44724100
16375715,484183350,-44724083
16375815,484183316,-44724033
16375915,484183300,-44724016
16380015,484183300,-44724000
16380115,484183300,-44724000
16380215,484183266,-44723966
16380315,484183250,-44723933
16380415,484183216,-44723900
16380515,484183200,-44723916
16380615,484183183,-44723916
16380715,484183166,-44723950
16380815,484183133,-44723933
16380915,484183083,-44723916
16381015,484183000,-44723833
16381115,484182950,-44723766
16381215,484182866,-44723700
16381315,484182833,-44723683
16381415,484182766,-44723633
16381515,484182716,-44723600
16381615,484182650,-44723533
16381715,484182583,-44723533
16381815,484182550,-44723533
16381915,484182550,-44723550
16382015,484182583,-44723583
16382115,484182583,-44723583
16382215,484182616,-44723633
16382315,484182599,-44723633
16382415,484182650,-44723700
16382515,484182700,-44723766
16382615,484182716,-44723816
16382715,484182800,-44723950
16382815,484182800,-44723983
16382915,484182816,-44724033
16383015,484182783,-44724016
16383115,484182700,-44723966
16383215,484182733,-44724033
16383315,484182683,-44724000
16383415,484182599,-44723950
16383515,484182666,-44724050
16383615,484182650,-44724033
16383715,484182666,-44724050
16383815,484182733,-44724133
16383915,484182833,-44724250
16384015,484182883,-44724333
16384115,484182883,-44724350
16384215,484182866,-44724350
16384315,484182816,-44724333
16384415,484182816,-44724366
16384515,484182750,-44724333
16384615,484182716,-44724283
16384715,484182700,-44724250
16384815,484182666,-44724216
16384915,484182650,-44724199
16385015,484182666,-44724199
16385115,484182683,-44724250
16385215,484182683,-44724283
16385315,484182700,-44724333
16385415,484182716,-44724366
16385515,484182716,-44724383
16385615,484182616,-44724333
16385715,484182599,-44724350
16385815,484182599,-44724350
16385915,484182599,-44724383
16390015,484182566,-44724366
16390115,484182466,-44724250
16390215,484182433,-44724216
16390315,484182300,-44724116
16390415,484182266,-44724116
16390515,484182266,-44724116
16390615,484182233,-44724100
16390715,484182183,-44724083
16390815,484182116,-44724016
16390915,484182050,-44723966
16391015,484181966,-44723900
16391115,484181966,-44723916
16391215,484181966,-44723933
16391315,484181983,-44723916
16391415,484181966,-44723900
16391515,484181950,-44723883
16391615,484181950,-44723883
16391715,484181916,-44723866
16391815,484181916,-44723866
16391915,484181916,-44723850
16392015,484181983,-44723900
16392115,484181966,-44723900
16392215,484181966,-44723916
16392315,484181966,-44723916
16392415,484182033,-44724000
16392515,484182050,-44724050
16392615,484182100,-44724116
16392715,484182116,-44724150
16392815,484182100,-44724133
16392915,484182050,-44724083
16393015,484181983,-44724016
16393115,484181900,-44723916
16393215,484181850,-44723850
16393315,484181833,-44723800
16393415,484181750,-44723733
16393515,484181666,-44723650
16393615,484181650,-44723650
16393715,484181666,-44723633
16393815,484181650,-44723616
16393915,484181583,-44723566
16394015,484181583,-44723566
16394115,484181500,-44723499
16394215,484181483,-44723533
16394315,484181450,-44723533
16394415,484181400,-44723483
16394515,484181350,-44723466
16394615,484181316,-44723400
16394715,484181283,-44723333
